name,team,location,height,weight,year,country,url,changshu,xianfa,fenzhong,mingzhonglv,sanfen,faqiu,jingong,fanshou,defen,lanban,zhugong,qiangduan,gaimao,shiwu,fangui
Andrew Wiggins,勇士,前锋,2.01,89.4 公斤,6,加拿大,https://china.nba.com//players/#!/andrew_wiggins,454,454,35.8,44.1,33.2,73.2,1.3,3.1,19.7,4.4,2.3,1.0,0.6,2.1,2.2
Grant Williams,凯尔特人,前锋,1.98,107.0 公斤,1,美国,https://china.nba.com//players/#!/grant_williams,69,5,15.1,41.2,25.0,72.2,0.9,1.7,3.4,2.6,1.0,0.4,0.5,0.7,2.4
Kenrich Williams,雷霆,后卫-前锋,1.98,95.3 公斤,2,美国,https://china.nba.com//players/#!/kenrich_williams,85,47,22.5,37.1,30.4,48.9,1.3,3.5,4.9,4.8,1.6,0.9,0.5,0.7,2.2
Lou Williams,快船,后卫,1.85,79.4 公斤,15,美国,https://china.nba.com//players/#!/lou_williams,1001,118,24.9,42.0,34.9,84.0,0.4,1.9,14.5,2.3,3.5,0.9,0.2,1.7,1.3
Patrick Williams,公牛,前锋,2.03,97.5 公斤,0,美国,https://china.nba.com//players/#!/patrick_williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Williams III,凯尔特人,中锋-前锋,2.03,107.5 公斤,2,美国,https://china.nba.com//players/#!/robert_williams,61,3,11.0,71.9,0.0,63.3,1.1,2.3,3.8,3.4,0.6,0.5,1.2,0.5,1.4
Nigel Williams-Goss,爵士,后卫,1.88,86.2 公斤,1,美国,https://china.nba.com//players/#!/nigel_williams-goss,10,0,5.0,31.3,28.6,100.0,0.2,0.4,1.4,0.6,0.6,0.3,0.1,0.3,0.6
Zion Williamson,鹈鹕,前锋,1.98,128.8 公斤,1,美国,https://china.nba.com//players/#!/zion_williamson,24,24,27.8,58.3,42.9,64.0,2.7,3.6,22.5,6.3,2.1,0.7,0.4,2.5,1.8
D.J. Wilson,雄鹿,前锋,2.08,104.8 公斤,3,美国,https://china.nba.com//players/#!/d.j._wilson,107,4,12.3,41.4,32.2,56.7,0.6,2.5,4.1,3.0,0.7,0.2,0.2,0.5,1.2
Dylan Windler,骑士,后卫-前锋,1.98,88.9 公斤,0,美国,https://china.nba.com//players/#!/dylan_windler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justise Winslow,灰熊,前锋-后卫,1.98,100.7 公斤,5,美国,https://china.nba.com//players/#!/justise_winslow,241,105,28.4,41.7,33.7,64.6,1.0,4.4,9.0,5.4,2.7,0.9,0.4,1.5,2.5
Cassius Winston,奇才,后卫,1.85,83.9 公斤,0,美国,https://china.nba.com//players/#!/cassius_winston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Wiseman,勇士,中锋,2.16,108.9 公斤,0,美国,https://china.nba.com//players/#!/james_wiseman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Wood,火箭,前锋,2.08,97.1 公斤,4,美国,https://china.nba.com//players/#!/christian_wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Woodard II,国王,前锋,2.01,106.6 公斤,0,美国,https://china.nba.com//players/#!/robert_woodard_ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Wooten,火箭,前锋,2.03,106.6 公斤,0,美国,https://china.nba.com//players/#!/kenny_wooten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delon Wright,活塞,后卫,1.96,83.9 公斤,5,美国,https://china.nba.com//players/#!/delon_wright,271,23,19.8,45.0,34.2,79.0,0.8,2.3,7.3,3.1,2.9,1.0,0.4,1.0,1.2
James Young,尼克斯,后卫-前锋,2.01,108.4 公斤,4,美国,https://china.nba.com//players/#!/james_young,95,0,8.5,36.7,27.7,56.3,0.2,0.8,2.3,1.0,0.3,0.3,0.1,0.2,0.6
Thaddeus Young,公牛,前锋,2.03,106.6 公斤,13,美国,https://china.nba.com//players/#!/thaddeus_young,965,687,30.3,49.8,33.3,67.0,2.0,3.9,13.2,5.9,1.7,1.5,0.4,1.5,2.2
Trae Young,老鹰,后卫,1.85,81.6 公斤,2,美国,https://china.nba.com//players/#!/trae_young,141,141,32.8,42.8,34.4,84.7,0.7,3.3,23.6,3.9,8.6,1.0,0.2,4.2,1.7
Cody Zeller,黄蜂,前锋-中锋,2.13,108.9 公斤,7,美国,https://china.nba.com//players/#!/cody_zeller,419,252,22.9,51.3,24.8,73.1,2.0,4.0,8.6,6.0,1.4,0.7,0.7,1.1,2.6
Tyler Zeller,马刺,前锋-中锋,2.11,113.4 公斤,8,美国,https://china.nba.com//players/#!/tyler_zeller,414,166,17.5,50.8,28.6,76.4,1.5,2.9,6.9,4.4,0.9,0.3,0.6,0.8,2.2
Ivica Zubac,快船,中锋,2.13,108.9 公斤,4,克罗地亚,https://china.nba.com//players/#!/ivica_zubac,212,118,16.0,56.5,0.0,75.5,1.9,3.7,7.4,5.6,0.9,0.3,0.8,0.9,2.0
